423
time,lat,lon,elevation
2019-08-10T17:08:55.586Z,60.358945,5.371547,93.8
2019-08-10T17:08:58.919Z,60.359203,5.371853,91.7
2019-08-10T17:09:02.585Z,60.359550,5.372208,89.8
2019-08-10T17:09:06.251Z,60.359873,5.372607,89.2
2019-08-10T17:09:09.917Z,60.360145,5.372983,88.9
2019-08-10T17:09:13.583Z,60.360390,5.373413,89.7
2019-08-10T17:09:17.249Z,60.360702,5.373783,92.3
2019-08-10T17:09:20.582Z,60.361015,5.374137,94.0
2019-08-10T17:09:24.248Z,60.361378,5.374445,95.3
2019-08-10T17:09:27.581Z,60.361703,5.374855,95.8
2019-08-10T17:09:31.247Z,60.362040,5.375157,96.5
2019-08-10T17:09:34.913Z,60.362420,5.375282,98.2
2019-08-10T17:09:38.579Z,60.362782,5.375287,101.5
2019-08-10T17:09:42.245Z,60.363158,5.375203,106.0
2019-08-10T17:09:45.911Z,60.363493,5.375160,111.0
2019-08-10T17:09:49.577Z,60.363822,5.375120,115.4
2019-08-10T17:09:53.243Z,60.364170,5.375073,119.7
2019-08-10T17:09:56.909Z,60.364507,5.374957,125.2
2019-08-10T17:10:00.575Z,60.364812,5.374792,131.1
2019-08-10T17:10:04.241Z,60.365182,5.374753,136.0
2019-08-10T17:10:07.907Z,60.365583,5.375118,139.9
2019-08-10T17:10:11.573Z,60.365908,5.375557,142.8
2019-08-10T17:10:15.239Z,60.366247,5.375497,144.5
2019-08-10T17:10:18.905Z,60.366587,5.375207,147.3
2019-08-10T17:10:22.238Z,60.366922,5.374932,150.7
2019-08-10T17:10:25.904Z,60.367303,5.374797,155.2
2019-08-10T17:10:29.570Z,60.367618,5.374933,158.6
2019-08-10T17:10:33.236Z,60.367910,5.375158,162.7
2019-08-10T17:10:36.902Z,60.368245,5.375080,165.7
2019-08-10T17:10:40.568Z,60.368497,5.374742,169.5
2019-08-10T17:10:44.234Z,60.368705,5.374087,173.7
2019-08-10T17:10:47.900Z,60.368992,5.373550,177.7
2019-08-10T17:10:51.233Z,60.369288,5.373107,181.3
2019-08-10T17:10:54.899Z,60.369643,5.372158,184.2
2019-08-10T17:10:58.565Z,60.369863,5.370795,187.5
2019-08-10T17:11:01.898Z,60.370178,5.369355,189.6
2019-08-10T17:11:05.564Z,60.370612,5.367518,190.2
2019-08-10T17:11:09.230Z,60.370863,5.365312,186.3
2019-08-10T17:11:12.896Z,60.370640,5.364517,184.8
2019-08-10T17:11:16.562Z,60.369897,5.366547,186.3
2019-08-10T17:11:20.228Z,60.368940,5.368068,186.7
2019-08-10T17:11:23.561Z,60.368127,5.369393,186.0
2019-08-10T17:11:27.227Z,60.367433,5.371228,184.0
2019-08-10T17:11:30.893Z,60.366605,5.371900,181.1
2019-08-10T17:11:34.226Z,60.366077,5.370082,180.0
2019-08-10T17:11:37.892Z,60.365133,5.369457,179.1
2019-08-10T17:11:41.558Z,60.364590,5.368078,175.7
2019-08-10T17:11:45.224Z,60.364798,5.366545,173.9
2019-08-10T17:11:48.890Z,60.365430,5.366098,170.7
2019-08-10T17:11:52.556Z,60.366473,5.365718,166.8
2019-08-10T17:11:56.222Z,60.367605,5.364887,161.2
2019-08-10T17:11:59.888Z,60.368225,5.363337,155.3
2019-08-10T17:12:03.554Z,60.369030,5.361828,148.6
2019-08-10T17:12:06.887Z,60.369953,5.361138,139.6
2019-08-10T17:12:21.553Z,60.370608,5.360492,125.8
2019-08-10T17:12:33.886Z,60.371253,5.360145,109.0
2019-08-10T17:13:13.886Z,60.380144,5.359911,53.0
2019-08-10T17:13:43.886Z,60.386804,5.348324,34.0
2019-08-10T17:14:13.886Z,60.392571,5.331072,9.0
2019-08-10T17:14:35.219Z,60.394692,5.328841,5.0
2019-08-10T17:14:55.885Z,60.395243,5.326695,3.0
2019-08-10T17:15:17.885Z,60.396485,5.328217,3.2
2019-08-10T17:15:21.551Z,60.396373,5.328345,6.3
2019-08-10T17:15:41.884Z,60.396470,5.328405,14.5
2019-08-10T17:15:45.550Z,60.396477,5.328700,18.2
2019-08-10T17:15:49.216Z,60.396675,5.328578,21.8
2019-08-10T17:15:52.882Z,60.396567,5.328963,25.5
2019-08-10T17:15:56.548Z,60.396795,5.328773,28.3
2019-08-10T17:16:00.214Z,60.397005,5.328647,29.6
2019-08-10T17:16:03.880Z,60.396887,5.328925,32.0
2019-08-10T17:16:07.546Z,60.396982,5.329027,34.8
2019-08-10T17:16:11.212Z,60.396967,5.329265,37.1
2019-08-10T17:16:14.878Z,60.397152,5.329142,41.2
2019-08-10T17:16:18.544Z,60.397115,5.329382,46.5
2019-08-10T17:16:22.210Z,60.396922,5.329680,51.3
2019-08-10T17:16:25.876Z,60.396802,5.330023,56.5
2019-08-10T17:16:29.542Z,60.396972,5.329793,53.4
2019-08-10T17:16:33.208Z,60.397345,5.329407,53.2
2019-08-10T17:16:36.874Z,60.397637,5.329113,56.5
2019-08-10T17:16:40.540Z,60.397582,5.329347,59.7
2019-08-10T17:16:43.873Z,60.397347,5.329790,62.8
2019-08-10T17:16:47.539Z,60.397075,5.330393,64.1
2019-08-10T17:16:51.205Z,60.397265,5.330867,64.5
2019-08-10T17:16:54.871Z,60.397475,5.331080,68.0
2019-08-10T17:16:58.537Z,60.397697,5.331053,74.1
2019-08-10T17:17:02.203Z,60.397945,5.330895,77.0
2019-08-10T17:17:05.869Z,60.397932,5.331190,82.2
2019-08-10T17:17:09.535Z,60.397793,5.331458,90.4
2019-08-10T17:17:13.201Z,60.397672,5.331718,95.2
2019-08-10T17:17:16.867Z,60.397507,5.331918,98.5
2019-08-10T17:17:20.533Z,60.397332,5.332152,104.4
2019-08-10T17:17:24.199Z,60.397137,5.332433,110.2
2019-08-10T17:17:27.865Z,60.396985,5.332698,114.9
2019-08-10T17:17:31.531Z,60.396802,5.332990,112.7
2019-08-10T17:17:35.197Z,60.396615,5.333262,117.9
2019-08-10T17:17:38.863Z,60.396433,5.333518,120.3
2019-08-10T17:17:42.529Z,60.396282,5.333848,119.7
2019-08-10T17:17:46.195Z,60.396108,5.334137,127.7
2019-08-10T17:17:49.861Z,60.395862,5.334428,119.8
2019-08-10T17:17:53.527Z,60.395957,5.334558,115.9
2019-08-10T17:17:57.193Z,60.396085,5.334615,118.5
2019-08-10T17:18:00.859Z,60.395902,5.334802,121.1
2019-08-10T17:18:04.525Z,60.395717,5.334867,121.7
2019-08-10T17:18:08.191Z,60.395483,5.334853,129.8
2019-08-10T17:18:11.524Z,60.395268,5.334843,134.4
2019-08-10T17:18:15.190Z,60.395018,5.334550,137.4
2019-08-10T17:18:18.856Z,60.394990,5.334977,128.5
2019-08-10T17:18:22.522Z,60.395182,5.335305,133.3
2019-08-10T17:18:26.188Z,60.395305,5.335518,141.5
2019-08-10T17:18:29.854Z,60.395093,5.335527,145.9
2019-08-10T17:18:33.520Z,60.394910,5.335785,148.4
2019-08-10T17:18:37.186Z,60.394718,5.336122,146.1
2019-08-10T17:18:40.852Z,60.394530,5.336432,147.9
2019-08-10T17:18:44.518Z,60.394362,5.336733,150.9
2019-08-10T17:18:48.184Z,60.394397,5.337147,152.1
2019-08-10T17:18:51.850Z,60.394685,5.336867,153.5
2019-08-10T17:18:55.516Z,60.394637,5.337258,152.3
2019-08-10T17:18:59.182Z,60.394423,5.337632,158.9
2019-08-10T17:19:02.848Z,60.394277,5.338017,169.3
2019-08-10T17:19:06.514Z,60.394097,5.338357,171.8
2019-08-10T17:19:10.180Z,60.393905,5.338712,173.7
2019-08-10T17:19:13.846Z,60.393753,5.339107,175.9
2019-08-10T17:19:17.512Z,60.393682,5.339567,173.1
2019-08-10T17:19:21.178Z,60.393532,5.339922,175.1
2019-08-10T17:19:24.844Z,60.393535,5.340375,182.3
2019-08-10T17:19:28.510Z,60.393520,5.340728,184.5
2019-08-10T17:19:32.176Z,60.393410,5.341165,189.4
2019-08-10T17:19:35.842Z,60.393310,5.341580,193.4
2019-08-10T17:19:39.508Z,60.393153,5.341995,191.7
2019-08-10T17:19:43.174Z,60.393003,5.342360,194.6
2019-08-10T17:19:46.840Z,60.392867,5.342748,201.0
2019-08-10T17:19:50.506Z,60.392748,5.343075,207.8
2019-08-10T17:19:54.172Z,60.392635,5.343348,210.9
2019-08-10T17:19:57.838Z,60.392487,5.343677,219.9
2019-08-10T17:20:01.504Z,60.392365,5.344070,221.5
2019-08-10T17:20:05.170Z,60.392245,5.344398,225.6
2019-08-10T17:20:08.836Z,60.392068,5.344563,232.2
2019-08-10T17:20:12.502Z,60.391878,5.344902,236.6
2019-08-10T17:20:16.168Z,60.391725,5.345210,236.4
2019-08-10T17:20:19.501Z,60.391602,5.345505,236.1
2019-08-10T17:20:23.167Z,60.391445,5.345835,236.4
2019-08-10T17:20:26.500Z,60.391300,5.346280,236.2
2019-08-10T17:20:30.166Z,60.391147,5.346702,232.3
2019-08-10T17:20:33.832Z,60.391087,5.347177,233.9
2019-08-10T17:20:37.498Z,60.391210,5.347183,237.7
2019-08-10T17:20:41.164Z,60.391312,5.346738,239.7
2019-08-10T17:20:44.830Z,60.391467,5.346358,241.3
2019-08-10T17:20:48.496Z,60.391673,5.345938,236.6
2019-08-10T17:20:52.162Z,60.391783,5.345990,238.9
2019-08-10T17:20:55.828Z,60.391710,5.346282,242.5
2019-08-10T17:20:59.494Z,60.391603,5.346565,247.6
2019-08-10T17:21:03.160Z,60.391517,5.347032,251.4
2019-08-10T17:21:06.826Z,60.391473,5.347515,255.6
2019-08-10T17:21:10.492Z,60.391567,5.347892,256.4
2019-08-10T17:21:14.158Z,60.391693,5.348197,260.2
2019-08-10T17:21:17.824Z,60.391840,5.348450,264.7
2019-08-10T17:21:24.157Z,60.391803,5.348278,269.2
2019-08-10T17:21:27.823Z,60.391827,5.347968,271.8
2019-08-10T17:21:31.489Z,60.392025,5.347948,274.3
2019-08-10T17:21:35.155Z,60.392237,5.347922,272.3
2019-08-10T17:21:38.821Z,60.392305,5.348157,278.4
2019-08-10T17:21:42.487Z,60.392363,5.348500,280.6
2019-08-10T17:21:46.153Z,60.392490,5.348710,285.1
2019-08-10T17:21:49.819Z,60.392570,5.349022,287.7
2019-08-10T17:21:53.485Z,60.392523,5.349418,287.4
2019-08-10T17:21:57.151Z,60.392643,5.349635,288.5
2019-08-10T17:22:00.817Z,60.392850,5.349608,290.6
2019-08-10T17:22:04.483Z,60.392965,5.349392,291.7
2019-08-10T17:22:08.149Z,60.392962,5.349118,299.9
2019-08-10T17:22:11.815Z,60.392978,5.348745,307.6
2019-08-10T17:22:15.481Z,60.393245,5.348177,311.6
2019-08-10T17:22:19.147Z,60.393413,5.347593,320.1
2019-08-10T17:22:22.813Z,60.393553,5.346808,329.5
2019-08-10T17:22:26.479Z,60.393673,5.346082,337.4
2019-08-10T17:22:30.145Z,60.393493,5.345622,332.3
2019-08-10T17:22:33.478Z,60.393353,5.345165,316.7
2019-08-10T17:22:37.144Z,60.393697,5.344612,306.4
2019-08-10T17:22:40.810Z,60.393960,5.344053,307.7
2019-08-10T17:22:44.476Z,60.394110,5.343653,309.2
2019-08-10T17:23:14.809Z,60.394028,5.343810,314.6
2019-08-10T17:23:18.475Z,60.393608,5.344618,322.0
2019-08-10T17:23:22.141Z,60.393683,5.345378,328.6
2019-08-10T17:23:25.807Z,60.393830,5.346145,335.5
2019-08-10T17:23:29.473Z,60.393700,5.347227,343.1
2019-08-10T17:23:33.139Z,60.393393,5.348352,356.6
2019-08-10T17:23:36.805Z,60.393157,5.349715,367.0
2019-08-10T17:23:40.471Z,60.392675,5.349195,375.5
2019-08-10T17:23:44.137Z,60.392257,5.348513,384.4
2019-08-10T17:23:47.803Z,60.392072,5.348592,392.6
2019-08-10T17:23:51.469Z,60.391908,5.348470,399.2
2019-08-10T17:23:55.135Z,60.391707,5.347243,406.2
2019-08-10T17:23:58.801Z,60.391762,5.346210,408.2
2019-08-10T17:24:02.467Z,60.391732,5.346562,391.8
2019-08-10T17:24:06.133Z,60.391422,5.347173,385.1
2019-08-10T17:24:09.799Z,60.391330,5.346017,363.8
2019-08-10T17:24:13.465Z,60.391787,5.344670,358.3
2019-08-10T17:24:17.131Z,60.392073,5.342538,326.8
2019-08-10T17:24:20.797Z,60.392468,5.340388,307.4
2019-08-10T17:24:24.463Z,60.392810,5.339798,291.8
2019-08-10T17:24:28.129Z,60.393368,5.339213,263.3
2019-08-10T17:24:31.795Z,60.394007,5.338137,252.4
2019-08-10T17:24:35.461Z,60.394623,5.337068,235.6
2019-08-10T17:24:39.127Z,60.394520,5.337007,223.8
2019-08-10T17:24:42.793Z,60.394910,5.335897,219.4
2019-08-10T17:24:46.459Z,60.395300,5.335278,193.2
2019-08-10T17:24:50.125Z,60.395057,5.334795,190.0
2019-08-10T17:24:53.791Z,60.395482,5.334563,169.3
2019-08-10T17:24:57.457Z,60.396033,5.334337,150.2
2019-08-10T17:25:01.123Z,60.395683,5.334270,137.9
2019-08-10T17:25:04.789Z,60.396315,5.333182,132.3
2019-08-10T17:25:08.455Z,60.397175,5.331828,123.3
2019-08-10T17:25:12.121Z,60.397912,5.331007,106.6
2019-08-10T17:25:15.787Z,60.397595,5.331063,100.7
2019-08-10T17:25:19.453Z,60.397190,5.330082,89.4
2019-08-10T17:25:23.119Z,60.397598,5.329197,71.9
2019-08-10T17:25:26.785Z,60.397230,5.329762,66.6
2019-08-10T17:25:30.451Z,60.396890,5.330307,64.8
2019-08-10T17:25:34.117Z,60.397225,5.329555,61.6
2019-08-10T17:25:37.450Z,60.397040,5.329633,55.1
2019-08-10T17:25:41.116Z,60.396923,5.329563,50.6
2019-08-10T17:25:44.782Z,60.396958,5.329090,49.3
2019-08-10T17:25:48.448Z,60.396797,5.329295,50.2
2019-08-10T17:25:52.114Z,60.396712,5.328948,52.9
2019-08-10T17:25:55.780Z,60.396642,5.328797,57.6
2019-08-10T17:25:59.446Z,60.396513,5.328402,59.5
2019-08-10T17:26:03.112Z,60.396825,5.327645,60.2
2019-08-10T17:26:06.778Z,60.397202,5.326748,57.9
2019-08-10T17:26:10.444Z,60.397548,5.325792,50.2
2019-08-10T17:26:14.110Z,60.397972,5.324782,34.6
2019-08-10T17:26:17.443Z,60.398427,5.323978,28.3
2019-08-10T17:26:21.109Z,60.398943,5.323593,24.6
2019-08-10T17:26:24.775Z,60.399495,5.323428,19.7
2019-08-10T17:26:28.441Z,60.399955,5.322865,18.6
2019-08-10T17:26:32.107Z,60.400385,5.322442,18.7
2019-08-10T17:26:35.773Z,60.400852,5.322360,18.6
2019-08-10T17:26:39.439Z,60.401270,5.322857,21.1
2019-08-10T17:26:43.105Z,60.401923,5.323500,20.1
2019-08-10T17:26:46.771Z,60.402637,5.322890,21.7
2019-08-10T17:26:50.437Z,60.403255,5.322032,22.1
2019-08-10T17:26:54.103Z,60.403905,5.321075,16.2
2019-08-10T17:26:57.769Z,60.404655,5.321737,12.5
2019-08-10T17:27:01.435Z,60.405103,5.323330,9.7
2019-08-10T17:27:05.101Z,60.405813,5.324265,6.5
2019-08-10T17:27:08.767Z,60.406672,5.324453,2.4
2019-08-10T17:27:12.433Z,60.407638,5.323890,-1.8
2019-08-10T17:27:16.099Z,60.408600,5.323433,-3.0
2019-08-10T17:27:19.765Z,60.409297,5.322935,-1.4
2019-08-10T17:27:23.431Z,60.409323,5.322652,-3.5
2019-08-10T17:27:27.764Z,60.409238,5.322528,-3.2
2019-08-10T17:27:31.430Z,60.408562,5.322407,-0.8
2019-08-10T17:27:35.096Z,60.407735,5.322322,2.1
2019-08-10T17:27:38.762Z,60.407005,5.322380,4.2
2019-08-10T17:27:42.428Z,60.406710,5.322657,5.6
2019-08-10T17:27:46.094Z,60.406170,5.323395,11.3
2019-08-10T17:27:49.760Z,60.405478,5.323512,18.9
2019-08-10T17:27:53.426Z,60.404970,5.322240,16.5
2019-08-10T17:27:57.092Z,60.404467,5.321073,18.2
2019-08-10T17:28:00.758Z,60.403720,5.321000,18.3
2019-08-10T17:28:04.424Z,60.402933,5.321482,15.9
2019-08-10T17:28:08.090Z,60.402213,5.320963,15.2
2019-08-10T17:28:11.756Z,60.401757,5.320107,17.4
2019-08-10T17:28:15.422Z,60.401628,5.318692,17.3
2019-08-10T17:28:19.088Z,60.401232,5.317345,18.0
2019-08-10T17:28:22.754Z,60.401030,5.315857,17.7
2019-08-10T17:28:26.420Z,60.400603,5.315715,14.2
2019-08-10T17:28:30.086Z,60.399993,5.316363,18.3
2019-08-10T17:28:33.752Z,60.399415,5.317153,29.3
2019-08-10T17:28:37.418Z,60.398920,5.318245,31.4
2019-08-10T17:28:41.084Z,60.398827,5.319568,32.1
2019-08-10T17:28:44.750Z,60.398467,5.320572,39.1
2019-08-10T17:28:48.416Z,60.397987,5.321577,46.3
2019-08-10T17:28:52.082Z,60.397502,5.322537,58.4
2019-08-10T17:28:55.748Z,60.397103,5.323565,69.1
2019-08-10T17:28:59.414Z,60.396775,5.324598,75.6
2019-08-10T17:29:03.080Z,60.396390,5.325472,84.2
2019-08-10T17:29:06.746Z,60.396122,5.325912,94.5
2019-08-10T17:29:10.079Z,60.395633,5.325837,101.7
2019-08-10T17:29:13.745Z,60.394972,5.325523,98.2
2019-08-10T17:29:22.745Z,60.394845,5.325483,94.1
2019-08-10T17:29:26.411Z,60.394403,5.325088,96.8
2019-08-10T17:29:30.077Z,60.393973,5.325278,100.0
2019-08-10T17:29:33.743Z,60.393840,5.325732,100.8
2019-08-10T17:29:37.409Z,60.393790,5.325983,100.9
2019-08-10T17:29:41.409Z,60.393732,5.326132,101.6
2019-08-10T17:29:45.075Z,60.393600,5.326785,107.2
2019-08-10T17:29:54.075Z,60.393583,5.326975,105.6
2019-08-10T17:29:57.741Z,60.393530,5.327585,96.8
