423
time,lat,lon,elevation
2019-08-10T17:08:44.500Z,60.338347,5.353935,59.6
2019-08-10T17:08:50.000Z,60.338945,5.354848,61.2
2019-08-10T17:08:55.500Z,60.339457,5.355640,63.9
2019-08-10T17:09:00.500Z,60.339645,5.356062,66.3
2019-08-10T17:09:06.000Z,60.339798,5.356535,68.8
2019-08-10T17:09:11.000Z,60.339982,5.356953,72.0
2019-08-10T17:09:16.500Z,60.340240,5.357413,74.2
2019-08-10T17:09:21.500Z,60.340475,5.357803,76.3
2019-08-10T17:09:27.000Z,60.340693,5.358133,79.1
2019-08-10T17:09:32.000Z,60.340902,5.358312,80.8
2019-08-10T17:09:37.500Z,60.341088,5.358520,82.7
2019-08-10T17:09:43.000Z,60.341225,5.358615,89.2
2019-08-10T17:09:48.500Z,60.341395,5.358910,91.5
2019-08-10T17:09:54.000Z,60.341557,5.359212,94.1
2019-08-10T17:09:59.500Z,60.341758,5.359527,97.0
2019-08-10T17:10:05.000Z,60.341982,5.359855,100.6
2019-08-10T17:10:10.500Z,60.342223,5.360202,103.5
2019-08-10T17:10:16.000Z,60.342447,5.360535,106.9
2019-08-10T17:10:21.000Z,60.342647,5.360875,109.6
2019-08-10T17:10:26.500Z,60.342803,5.361177,114.3
2019-08-10T17:10:32.000Z,60.342980,5.361450,118.4
2019-08-10T17:10:37.500Z,60.343177,5.361800,122.1
2019-08-10T17:10:42.500Z,60.343427,5.362125,124.8
2019-08-10T17:10:48.000Z,60.343688,5.362462,128.9
2019-08-10T17:10:53.500Z,60.343902,5.362678,131.8
2019-08-10T17:10:59.000Z,60.344130,5.362875,134.6
2019-08-10T17:11:04.500Z,60.344350,5.363115,137.5
2019-08-10T17:11:10.000Z,60.344597,5.363268,140.3
2019-08-10T17:11:15.500Z,60.344858,5.363398,142.8
2019-08-10T17:11:41.000Z,60.344955,5.363462,143.0
2019-08-10T17:11:46.000Z,60.345450,5.363755,143.7
2019-08-10T17:11:51.500Z,60.346348,5.364123,144.8
2019-08-10T17:11:57.000Z,60.347532,5.364940,142.6
2019-08-10T17:12:02.000Z,60.348202,5.365662,140.3
2019-08-10T17:12:07.500Z,60.348658,5.366153,138.2
2019-08-10T17:12:13.000Z,60.349550,5.367060,136.2
2019-08-10T17:12:18.000Z,60.350507,5.367833,134.3
2019-08-10T17:12:23.500Z,60.351493,5.368828,131.6
2019-08-10T17:12:28.500Z,60.352515,5.368988,129.2
2019-08-10T17:12:34.000Z,60.353713,5.368763,125.1
2019-08-10T17:12:39.500Z,60.354777,5.368603,120.1
2019-08-10T17:12:45.000Z,60.355828,5.368533,115.4
2019-08-10T17:12:50.500Z,60.356792,5.368473,113.3
2019-08-10T17:12:56.000Z,60.357623,5.368620,110.3
2019-08-10T17:13:01.500Z,60.357933,5.369393,107.1
2019-08-10T17:13:07.000Z,60.358190,5.370020,103.4
2019-08-10T17:13:12.500Z,60.358428,5.370522,99.4
2019-08-10T17:13:18.000Z,60.358678,5.371030,96.2
2019-08-10T17:13:23.500Z,60.358945,5.371547,93.8
2019-08-10T17:13:28.500Z,60.359203,5.371853,91.7
2019-08-10T17:13:34.000Z,60.359550,5.372208,89.8
2019-08-10T17:13:39.500Z,60.359873,5.372607,89.2
2019-08-10T17:13:45.000Z,60.360145,5.372983,88.9
2019-08-10T17:13:50.500Z,60.360390,5.373413,89.7
2019-08-10T17:13:56.000Z,60.360702,5.373783,92.3
2019-08-10T17:14:01.000Z,60.361015,5.374137,94.0
2019-08-10T17:14:06.500Z,60.361378,5.374445,95.3
2019-08-10T17:14:11.500Z,60.361703,5.374855,95.8
2019-08-10T17:14:17.000Z,60.362040,5.375157,96.5
2019-08-10T17:14:22.500Z,60.362420,5.375282,98.2
2019-08-10T17:14:28.000Z,60.362782,5.375287,101.5
2019-08-10T17:14:33.500Z,60.363158,5.375203,106.0
2019-08-10T17:14:39.000Z,60.363493,5.375160,111.0
2019-08-10T17:14:44.500Z,60.363822,5.375120,115.4
2019-08-10T17:14:50.000Z,60.364170,5.375073,119.7
2019-08-10T17:14:55.500Z,60.364507,5.374957,125.2
2019-08-10T17:15:01.000Z,60.364812,5.374792,131.1
2019-08-10T17:15:06.500Z,60.365182,5.374753,136.0
2019-08-10T17:15:12.000Z,60.365583,5.375118,139.9
2019-08-10T17:15:17.500Z,60.365908,5.375557,142.8
2019-08-10T17:15:23.000Z,60.366247,5.375497,144.5
2019-08-10T17:15:28.500Z,60.366587,5.375207,147.3
2019-08-10T17:15:33.500Z,60.366922,5.374932,150.7
2019-08-10T17:15:39.000Z,60.367303,5.374797,155.2
2019-08-10T17:15:44.500Z,60.367618,5.374933,158.6
2019-08-10T17:15:50.000Z,60.367910,5.375158,162.7
2019-08-10T17:15:55.500Z,60.368245,5.375080,165.7
2019-08-10T17:16:01.000Z,60.368497,5.374742,169.5
2019-08-10T17:16:06.500Z,60.368705,5.374087,173.7
2019-08-10T17:16:12.000Z,60.368992,5.373550,177.7
2019-08-10T17:16:17.000Z,60.369288,5.373107,181.3
2019-08-10T17:16:22.500Z,60.369643,5.372158,184.2
2019-08-10T17:16:28.000Z,60.369863,5.370795,187.5
2019-08-10T17:16:33.000Z,60.370178,5.369355,189.6
2019-08-10T17:16:38.500Z,60.370612,5.367518,190.2
2019-08-10T17:16:44.000Z,60.370863,5.365312,186.3
2019-08-10T17:16:49.500Z,60.370640,5.364517,184.8
2019-08-10T17:16:55.000Z,60.369897,5.366547,186.3
2019-08-10T17:17:00.500Z,60.368940,5.368068,186.7
2019-08-10T17:17:05.500Z,60.368127,5.369393,186.0
2019-08-10T17:17:11.000Z,60.367433,5.371228,184.0
2019-08-10T17:17:16.500Z,60.366605,5.371900,181.1
2019-08-10T17:17:21.500Z,60.366077,5.370082,180.0
2019-08-10T17:17:27.000Z,60.365133,5.369457,179.1
2019-08-10T17:17:32.500Z,60.364590,5.368078,175.7
2019-08-10T17:17:38.000Z,60.364798,5.366545,173.9
2019-08-10T17:17:43.500Z,60.365430,5.366098,170.7
2019-08-10T17:17:49.000Z,60.366473,5.365718,166.8
2019-08-10T17:17:54.500Z,60.367605,5.364887,161.2
2019-08-10T17:18:00.000Z,60.368225,5.363337,155.3
2019-08-10T17:18:05.500Z,60.369030,5.361828,148.6
2019-08-10T17:18:10.500Z,60.369953,5.361138,139.6
2019-08-10T17:18:32.500Z,60.370608,5.360492,125.8
2019-08-10T17:18:51.000Z,60.371253,5.360145,109.0
2019-08-10T17:19:51.000Z,60.380144,5.359911,53.0
2019-08-10T17:20:36.000Z,60.386804,5.348324,34.0
2019-08-10T17:21:21.000Z,60.392571,5.331072,9.0
2019-08-10T17:21:53.000Z,60.394692,5.328841,5.0
2019-08-10T17:22:24.000Z,60.395243,5.326695,3.0
2019-08-10T17:22:57.000Z,60.396485,5.328217,3.2
2019-08-10T17:23:02.500Z,60.396373,5.328345,6.3
2019-08-10T17:23:33.000Z,60.396470,5.328405,14.5
2019-08-10T17:23:38.500Z,60.396477,5.328700,18.2
2019-08-10T17:23:44.000Z,60.396675,5.328578,21.8
2019-08-10T17:23:49.500Z,60.396567,5.328963,25.5
2019-08-10T17:23:55.000Z,60.396795,5.328773,28.3
2019-08-10T17:24:00.500Z,60.397005,5.328647,29.6
2019-08-10T17:24:06.000Z,60.396887,5.328925,32.0
2019-08-10T17:24:11.500Z,60.396982,5.329027,34.8
2019-08-10T17:24:17.000Z,60.396967,5.329265,37.1
2019-08-10T17:24:22.500Z,60.397152,5.329142,41.2
2019-08-10T17:24:28.000Z,60.397115,5.329382,46.5
2019-08-10T17:24:33.500Z,60.396922,5.329680,51.3
2019-08-10T17:24:39.000Z,60.396802,5.330023,56.5
2019-08-10T17:24:44.500Z,60.396972,5.329793,53.4
2019-08-10T17:24:50.000Z,60.397345,5.329407,53.2
2019-08-10T17:24:55.500Z,60.397637,5.329113,56.5
2019-08-10T17:25:01.000Z,60.397582,5.329347,59.7
2019-08-10T17:25:06.000Z,60.397347,5.329790,62.8
2019-08-10T17:25:11.500Z,60.397075,5.330393,64.1
2019-08-10T17:25:17.000Z,60.397265,5.330867,64.5
2019-08-10T17:25:22.500Z,60.397475,5.331080,68.0
2019-08-10T17:25:28.000Z,60.397697,5.331053,74.1
2019-08-10T17:25:33.500Z,60.397945,5.330895,77.0
2019-08-10T17:25:39.000Z,60.397932,5.331190,82.2
2019-08-10T17:25:44.500Z,60.397793,5.331458,90.4
2019-08-10T17:25:50.000Z,60.397672,5.331718,95.2
2019-08-10T17:25:55.500Z,60.397507,5.331918,98.5
2019-08-10T17:26:01.000Z,60.397332,5.332152,104.4
2019-08-10T17:26:06.500Z,60.397137,5.332433,110.2
2019-08-10T17:26:12.000Z,60.396985,5.332698,114.9
2019-08-10T17:26:17.500Z,60.396802,5.332990,112.7
2019-08-10T17:26:23.000Z,60.396615,5.333262,117.9
2019-08-10T17:26:28.500Z,60.396433,5.333518,120.3
2019-08-10T17:26:34.000Z,60.396282,5.333848,119.7
2019-08-10T17:26:39.500Z,60.396108,5.334137,127.7
2019-08-10T17:26:45.000Z,60.395862,5.334428,119.8
2019-08-10T17:26:50.500Z,60.395957,5.334558,115.9
2019-08-10T17:26:56.000Z,60.396085,5.334615,118.5
2019-08-10T17:27:01.500Z,60.395902,5.334802,121.1
2019-08-10T17:27:07.000Z,60.395717,5.334867,121.7
2019-08-10T17:27:12.500Z,60.395483,5.334853,129.8
2019-08-10T17:27:17.500Z,60.395268,5.334843,134.4
2019-08-10T17:27:23.000Z,60.395018,5.334550,137.4
2019-08-10T17:27:28.500Z,60.394990,5.334977,128.5
2019-08-10T17:27:34.000Z,60.395182,5.335305,133.3
2019-08-10T17:27:39.500Z,60.395305,5.335518,141.5
2019-08-10T17:27:45.000Z,60.395093,5.335527,145.9
2019-08-10T17:27:50.500Z,60.394910,5.335785,148.4
2019-08-10T17:27:56.000Z,60.394718,5.336122,146.1
2019-08-10T17:28:01.500Z,60.394530,5.336432,147.9
2019-08-10T17:28:07.000Z,60.394362,5.336733,150.9
2019-08-10T17:28:12.500Z,60.394397,5.337147,152.1
2019-08-10T17:28:18.000Z,60.394685,5.336867,153.5
2019-08-10T17:28:23.500Z,60.394637,5.337258,152.3
2019-08-10T17:28:29.000Z,60.394423,5.337632,158.9
2019-08-10T17:28:34.500Z,60.394277,5.338017,169.3
2019-08-10T17:28:40.000Z,60.394097,5.338357,171.8
2019-08-10T17:28:45.500Z,60.393905,5.338712,173.7
2019-08-10T17:28:51.000Z,60.393753,5.339107,175.9
2019-08-10T17:28:56.500Z,60.393682,5.339567,173.1
2019-08-10T17:29:02.000Z,60.393532,5.339922,175.1
2019-08-10T17:29:07.500Z,60.393535,5.340375,182.3
2019-08-10T17:29:13.000Z,60.393520,5.340728,184.5
2019-08-10T17:29:18.500Z,60.393410,5.341165,189.4
2019-08-10T17:29:24.000Z,60.393310,5.341580,193.4
2019-08-10T17:29:29.500Z,60.393153,5.341995,191.7
2019-08-10T17:29:35.000Z,60.393003,5.342360,194.6
2019-08-10T17:29:40.500Z,60.392867,5.342748,201.0
2019-08-10T17:29:46.000Z,60.392748,5.343075,207.8
2019-08-10T17:29:51.500Z,60.392635,5.343348,210.9
2019-08-10T17:29:57.000Z,60.392487,5.343677,219.9
2019-08-10T17:30:02.500Z,60.392365,5.344070,221.5
2019-08-10T17:30:08.000Z,60.392245,5.344398,225.6
2019-08-10T17:30:13.500Z,60.392068,5.344563,232.2
2019-08-10T17:30:19.000Z,60.391878,5.344902,236.6
2019-08-10T17:30:24.500Z,60.391725,5.345210,236.4
2019-08-10T17:30:29.500Z,60.391602,5.345505,236.1
2019-08-10T17:30:35.000Z,60.391445,5.345835,236.4
2019-08-10T17:30:40.000Z,60.391300,5.346280,236.2
2019-08-10T17:30:45.500Z,60.391147,5.346702,232.3
2019-08-10T17:30:51.000Z,60.391087,5.347177,233.9
2019-08-10T17:30:56.500Z,60.391210,5.347183,237.7
2019-08-10T17:31:02.000Z,60.391312,5.346738,239.7
2019-08-10T17:31:07.500Z,60.391467,5.346358,241.3
2019-08-10T17:31:13.000Z,60.391673,5.345938,236.6
2019-08-10T17:31:18.500Z,60.391783,5.345990,238.9
2019-08-10T17:31:24.000Z,60.391710,5.346282,242.5
2019-08-10T17:31:29.500Z,60.391603,5.346565,247.6
2019-08-10T17:31:35.000Z,60.391517,5.347032,251.4
2019-08-10T17:31:40.500Z,60.391473,5.347515,255.6
2019-08-10T17:31:46.000Z,60.391567,5.347892,256.4
2019-08-10T17:31:51.500Z,60.391693,5.348197,260.2
2019-08-10T17:31:57.000Z,60.391840,5.348450,264.7
2019-08-10T17:32:06.500Z,60.391803,5.348278,269.2
2019-08-10T17:32:12.000Z,60.391827,5.347968,271.8
2019-08-10T17:32:17.500Z,60.392025,5.347948,274.3
2019-08-10T17:32:23.000Z,60.392237,5.347922,272.3
2019-08-10T17:32:28.500Z,60.392305,5.348157,278.4
2019-08-10T17:32:34.000Z,60.392363,5.348500,280.6
2019-08-10T17:32:39.500Z,60.392490,5.348710,285.1
2019-08-10T17:32:45.000Z,60.392570,5.349022,287.7
2019-08-10T17:32:50.500Z,60.392523,5.349418,287.4
2019-08-10T17:32:56.000Z,60.392643,5.349635,288.5
2019-08-10T17:33:01.500Z,60.392850,5.349608,290.6
2019-08-10T17:33:07.000Z,60.392965,5.349392,291.7
2019-08-10T17:33:12.500Z,60.392962,5.349118,299.9
2019-08-10T17:33:18.000Z,60.392978,5.348745,307.6
2019-08-10T17:33:23.500Z,60.393245,5.348177,311.6
2019-08-10T17:33:29.000Z,60.393413,5.347593,320.1
2019-08-10T17:33:34.500Z,60.393553,5.346808,329.5
2019-08-10T17:33:40.000Z,60.393673,5.346082,337.4
2019-08-10T17:33:45.500Z,60.393493,5.345622,332.3
2019-08-10T17:33:50.500Z,60.393353,5.345165,316.7
2019-08-10T17:33:56.000Z,60.393697,5.344612,306.4
2019-08-10T17:34:01.500Z,60.393960,5.344053,307.7
2019-08-10T17:34:07.000Z,60.394110,5.343653,309.2
2019-08-10T17:34:52.500Z,60.394028,5.343810,314.6
2019-08-10T17:34:58.000Z,60.393608,5.344618,322.0
2019-08-10T17:35:03.500Z,60.393683,5.345378,328.6
2019-08-10T17:35:09.000Z,60.393830,5.346145,335.5
2019-08-10T17:35:14.500Z,60.393700,5.347227,343.1
2019-08-10T17:35:20.000Z,60.393393,5.348352,356.6
2019-08-10T17:35:25.500Z,60.393157,5.349715,367.0
2019-08-10T17:35:31.000Z,60.392675,5.349195,375.5
2019-08-10T17:35:36.500Z,60.392257,5.348513,384.4
2019-08-10T17:35:42.000Z,60.392072,5.348592,392.6
2019-08-10T17:35:47.500Z,60.391908,5.348470,399.2
2019-08-10T17:35:53.000Z,60.391707,5.347243,406.2
2019-08-10T17:35:58.500Z,60.391762,5.346210,408.2
2019-08-10T17:36:04.000Z,60.391732,5.346562,391.8
2019-08-10T17:36:09.500Z,60.391422,5.347173,385.1
2019-08-10T17:36:15.000Z,60.391330,5.346017,363.8
2019-08-10T17:36:20.500Z,60.391787,5.344670,358.3
2019-08-10T17:36:26.000Z,60.392073,5.342538,326.8
2019-08-10T17:36:31.500Z,60.392468,5.340388,307.4
2019-08-10T17:36:37.000Z,60.392810,5.339798,291.8
2019-08-10T17:36:42.500Z,60.393368,5.339213,263.3
2019-08-10T17:36:48.000Z,60.394007,5.338137,252.4
2019-08-10T17:36:53.500Z,60.394623,5.337068,235.6
2019-08-10T17:36:59.000Z,60.394520,5.337007,223.8
2019-08-10T17:37:04.500Z,60.394910,5.335897,219.4
2019-08-10T17:37:10.000Z,60.395300,5.335278,193.2
2019-08-10T17:37:15.500Z,60.395057,5.334795,190.0
2019-08-10T17:37:21.000Z,60.395482,5.334563,169.3
2019-08-10T17:37:26.500Z,60.396033,5.334337,150.2
2019-08-10T17:37:32.000Z,60.395683,5.334270,137.9
2019-08-10T17:37:37.500Z,60.396315,5.333182,132.3
2019-08-10T17:37:43.000Z,60.397175,5.331828,123.3
2019-08-10T17:37:48.500Z,60.397912,5.331007,106.6
2019-08-10T17:37:54.000Z,60.397595,5.331063,100.7
2019-08-10T17:37:59.500Z,60.397190,5.330082,89.4
2019-08-10T17:38:05.000Z,60.397598,5.329197,71.9
2019-08-10T17:38:10.500Z,60.397230,5.329762,66.6
2019-08-10T17:38:16.000Z,60.396890,5.330307,64.8
2019-08-10T17:38:21.500Z,60.397225,5.329555,61.6
2019-08-10T17:38:26.500Z,60.397040,5.329633,55.1
2019-08-10T17:38:32.000Z,60.396923,5.329563,50.6
2019-08-10T17:38:37.500Z,60.396958,5.329090,49.3
2019-08-10T17:38:43.000Z,60.396797,5.329295,50.2
2019-08-10T17:38:48.500Z,60.396712,5.328948,52.9
2019-08-10T17:38:54.000Z,60.396642,5.328797,57.6
2019-08-10T17:38:59.500Z,60.396513,5.328402,59.5
2019-08-10T17:39:05.000Z,60.396825,5.327645,60.2
2019-08-10T17:39:10.500Z,60.397202,5.326748,57.9
2019-08-10T17:39:16.000Z,60.397548,5.325792,50.2
2019-08-10T17:39:21.500Z,60.397972,5.324782,34.6
2019-08-10T17:39:26.500Z,60.398427,5.323978,28.3
2019-08-10T17:39:32.000Z,60.398943,5.323593,24.6
2019-08-10T17:39:37.500Z,60.399495,5.323428,19.7
2019-08-10T17:39:43.000Z,60.399955,5.322865,18.6
2019-08-10T17:39:48.500Z,60.400385,5.322442,18.7
2019-08-10T17:39:54.000Z,60.400852,5.322360,18.6
2019-08-10T17:39:59.500Z,60.401270,5.322857,21.1
2019-08-10T17:40:05.000Z,60.401923,5.323500,20.1
2019-08-10T17:40:10.500Z,60.402637,5.322890,21.7
2019-08-10T17:40:16.000Z,60.403255,5.322032,22.1
2019-08-10T17:40:21.500Z,60.403905,5.321075,16.2
2019-08-10T17:40:27.000Z,60.404655,5.321737,12.5
2019-08-10T17:40:32.500Z,60.405103,5.323330,9.7
2019-08-10T17:40:38.000Z,60.405813,5.324265,6.5
2019-08-10T17:40:43.500Z,60.406672,5.324453,2.4
2019-08-10T17:40:49.000Z,60.407638,5.323890,-1.8
2019-08-10T17:40:54.500Z,60.408600,5.323433,-3.0
2019-08-10T17:41:00.000Z,60.409297,5.322935,-1.4
2019-08-10T17:41:05.500Z,60.409323,5.322652,-3.5
2019-08-10T17:41:12.000Z,60.409238,5.322528,-3.2
2019-08-10T17:41:17.500Z,60.408562,5.322407,-0.8
2019-08-10T17:41:23.000Z,60.407735,5.322322,2.1
2019-08-10T17:41:28.500Z,60.407005,5.322380,4.2
2019-08-10T17:41:34.000Z,60.406710,5.322657,5.6
2019-08-10T17:41:39.500Z,60.406170,5.323395,11.3
2019-08-10T17:41:45.000Z,60.405478,5.323512,18.9
2019-08-10T17:41:50.500Z,60.404970,5.322240,16.5
2019-08-10T17:41:56.000Z,60.404467,5.321073,18.2
2019-08-10T17:42:01.500Z,60.403720,5.321000,18.3
2019-08-10T17:42:07.000Z,60.402933,5.321482,15.9
2019-08-10T17:42:12.500Z,60.402213,5.320963,15.2
2019-08-10T17:42:18.000Z,60.401757,5.320107,17.4
2019-08-10T17:42:23.500Z,60.401628,5.318692,17.3
2019-08-10T17:42:29.000Z,60.401232,5.317345,18.0
2019-08-10T17:42:34.500Z,60.401030,5.315857,17.7
2019-08-10T17:42:40.000Z,60.400603,5.315715,14.2
2019-08-10T17:42:45.500Z,60.399993,5.316363,18.3
2019-08-10T17:42:51.000Z,60.399415,5.317153,29.3
2019-08-10T17:42:56.500Z,60.398920,5.318245,31.4
2019-08-10T17:43:02.000Z,60.398827,5.319568,32.1
2019-08-10T17:43:07.500Z,60.398467,5.320572,39.1
2019-08-10T17:43:13.000Z,60.397987,5.321577,46.3
2019-08-10T17:43:18.500Z,60.397502,5.322537,58.4
2019-08-10T17:43:24.000Z,60.397103,5.323565,69.1
2019-08-10T17:43:29.500Z,60.396775,5.324598,75.6
2019-08-10T17:43:35.000Z,60.396390,5.325472,84.2
2019-08-10T17:43:40.500Z,60.396122,5.325912,94.5
2019-08-10T17:43:45.500Z,60.395633,5.325837,101.7
2019-08-10T17:43:51.000Z,60.394972,5.325523,98.2
2019-08-10T17:44:04.500Z,60.394845,5.325483,94.1
2019-08-10T17:44:10.000Z,60.394403,5.325088,96.8
2019-08-10T17:44:15.500Z,60.393973,5.325278,100.0
2019-08-10T17:44:21.000Z,60.393840,5.325732,100.8
2019-08-10T17:44:26.500Z,60.393790,5.325983,100.9
2019-08-10T17:44:32.500Z,60.393732,5.326132,101.6
2019-08-10T17:44:38.000Z,60.393600,5.326785,107.2
2019-08-10T17:44:51.500Z,60.393583,5.326975,105.6
2019-08-10T17:44:57.000Z,60.393530,5.327585,96.8
